seller_id,order_id,order_item_id,product_id,shipping_limit_date,price,freight_value,year,month,seller_zip_code_prefix,seller_city,seller_state
955fee9216a65b617aa5c0531780ce60,cfeaf2d533a561edf1924cce57d35cfd,1,bdb4be6ce2f7f2b5be0a16088028c7fc,2017-10-22T22:56:25.000Z,85.0,25.04,2017,10,4782,sao paulo,SP
670c26e0f1bf8d0576271d5cfaec6d2b,cfeafb929e8e089a77a5941999a6c608,1,348f3e919406e3bbdd723015432b3e1a,2017-12-07T13:50:16.000Z,98.4,42.72,2017,12,87025,maringa,PR
b83cedfb587e7911540e3f576d6917ce,cfeb3afaa54f31d14c4d9a8107717ad8,1,b29c9ac1d3d4e8866f6c4ad814ae9591,2017-12-11T10:42:08.000Z,128.0,9.09,2017,12,4870,sao paulo,SP
53e4c6e0f4312d4d2107a8c9cddf45cd,cfeb6fba6506bc759791eafbf3acb0c7,1,a5db577b646be1ddbfdcf6dddeaf91ea,2017-07-11T21:45:10.000Z,156.99,57.77,2017,7,13920,pedreira,SP
b19f3ca2ea475913750f25a5c37c8d8f,cfebb97f36814d6f42de3df1e03d0210,1,af8acb9fc1592c0d00bf5b8a3d43e8e9,2018-08-07T20:24:09.000Z,125.9,21.49,2018,8,35501,divinopolis,MG
712e6ed8aa4aa1fa65dab41fed5737e4,cfec3311b95bf95d0d8d30e4ede143c8,1,25da7af0ae86de644e6410fec1d599d1,2017-02-13T12:01:45.000Z,650.0,80.34,2017,2,89560,videira,SC
72bc2cce903c872fe376a8faaa81d237,cfec47e9c352e173e3a3fa663467e6ca,1,44feb28a74abb0f2f303412d60160750,2017-12-05T18:31:01.000Z,127.0,9.08,2017,12,4693,sao paulo,SP
54965bbe3e4f07ae045b90b0b8541f52,cfec583bec70f00c3a46676a88937f22,1,f9d32dfeb09bfb527111ca6c7a06f2ee,2018-06-18T02:56:05.000Z,109.9,26.85,2018,6,85851,foz do iguacu,PR
4a3ca9315b744ce9f8e9374361493884,cfec5af5f95fd772fb3c0891654a24b7,1,84f456958365164420cfc80fbe4c7fab,2017-11-17T19:26:25.000Z,99.0,17.94,2017,11,14940,ibitinga,SP
da03c298e3999e9d828591fc2179d109,cfed34f41af534e5a559e99136d02ba5,1,0152cb427657428c06633fce6d721da4,2017-12-11T00:26:54.000Z,169.9,8.44,2017,12,4041,sao paulo,SP
08cdbae123ff67ca4e36d9d641ce0119,cfed507ac357129f750f05a0d7d71b15,1,b6106bf3d09b8fdd33c3a9559da43145,2018-03-04T22:10:27.000Z,460.0,237.11,2018,3,36504,uba,MG
08cdbae123ff67ca4e36d9d641ce0119,cfed507ac357129f750f05a0d7d71b15,2,b6106bf3d09b8fdd33c3a9559da43145,2018-03-04T22:10:27.000Z,460.0,237.11,2018,3,36504,uba,MG
08cdbae123ff67ca4e36d9d641ce0119,cfed507ac357129f750f05a0d7d71b15,3,b6106bf3d09b8fdd33c3a9559da43145,2018-03-04T22:10:27.000Z,460.0,237.11,2018,3,36504,uba,MG
c3251e13f1bbda6c74e37c160f991e19,cfed781f36b83cd848a78200091e54d1,1,04fa587378a8e74c3b0acc00efecc93e,2017-06-01T16:25:22.000Z,289.9,60.47,2017,6,13660,porto ferreira,SP
850913d59ce317156b00f3705f1c3edb,cfeeea2d9febd146693ff38c33b0b2b8,1,2c0c951471371afa81e47d7bf8d20522,2018-04-05T16:47:19.000Z,42.0,7.39,2018,4,12942,atibaia,SP
fa40cc5b934574b62717c68f3d678b6d,cff0989119cf4c7e05ff4e35210f9869,1,dd6a505f83dd3c6326aa9856519e0978,2017-11-23T04:10:33.000Z,49.9,25.63,2017,11,2310,sao paulo,SP
1f50f920176fa81dab994f9023523100,cff1603c17c75c9240279e01bdff4b05,1,389d119b48cf3043d311335e499d9c6b,2018-04-01T22:35:11.000Z,53.9,21.35,2018,4,15025,sao jose do rio preto,SP
9f505651f4a6abe901a56cdc21508025,cff23799a67437f662527dff6056233e,1,163da86e86f0089de089399c28c3fcbb,2018-08-03T19:05:15.000Z,99.0,8.85,2018,8,4102,sao paulo,SP
ffc470761de7d0232558ba5e786e57b7,cff26b49480fa8c4917fed0c71a61e21,1,b46df49597c48fda458171cd058059c4,2018-06-19T18:30:55.000Z,119.88,15.94,2018,6,7091,guarulhos,SP
f80edd2c5aaa505cc4b0a3b219abf4b8,cff282aa6b1661a8b29c0c790c42e5ff,1,23b3e6e0aafa806f323de78534212b67,2017-12-27T08:58:32.000Z,121.9,43.01,2017,12,3431,sao paulo,SP
ea8482cd71df3c1969d7b9473ff13abc,cff282aa6b1661a8b29c0c790c42e5ff,2,b24af8bca8813bcde4140ff8562f5e47,2017-12-27T08:58:32.000Z,49.99,14.34,2017,12,4160,sao paulo,SP
de722cd6dad950a92b7d4f82673f8833,cff314344e536186940328c1c6ceec96,1,909b87db6cb3a7ab26bd03cc59860136,2018-02-01T14:59:05.000Z,40.0,8.11,2018,2,51250,recife,PE
610f72e407cdd7caaa2f8167b0163fd8,cff46468993417e62aaa9555e5b06195,1,4abee1df902ca6e48fbe864fce3859bc,2018-05-24T02:31:24.000Z,1914.58,141.26,2018,5,1201,sao paulo,SP
e8b4225284fbb02d16f200513f1f395d,cff47646caf0e301a4622b80cc415cb9,1,f282b8032570cf3ce692b8ea7e1b6c53,2018-04-19T13:15:10.000Z,149.9,23.63,2018,4,14960,novo horizonte,SP
f7720c4fa8e3aba4546301ab80ea1f1b,cff4d10ff5b5d90df2c9747fa66119f8,1,76426979761800347e9ea486ece96976,2018-07-20T07:31:30.000Z,23.9,18.32,2018,7,81350,curitiba,PR
ad781527c93d00d89a11eecd9dcad7c1,cff56b4b6ab1de09fcdd6f4efa0a0fc0,1,83b00325c13c44245b2c3a2befa62a0e,2018-03-21T12:50:29.000Z,159.99,32.15,2018,3,15015,sao jose do rio preto,SP
7c67e1448b00f6e969d365cea6b010ab,cff5d131d68af2eef5268034defe07ca,1,2f26beac326b9a10741b8c59f00a59ab,2018-03-26T03:08:31.000Z,179.94,45.03,2018,3,8577,itaquaquecetuba,SP
620c87c171fb2a6dd6e8bb4dec959fc6,cffa313cdff9d1f11d1a4d18be00369f,1,f40876e0ef3cd5f9132b1f16b04b1346,2017-12-20T23:49:56.000Z,99.9,16.46,2017,12,25645,petropolis,RJ
aafe36600ce604f205b86b5084d3d767,cffaffa29cba49c69e3ec0dcb839ab16,1,30b6868bde148b4c71716da3f1cdd9e3,2017-08-30T08:24:11.000Z,69.9,16.25,2017,8,88115,sao jose,SC
7b0df942f46435babab05d49b744b2c4,cffb339aa5f4745347d75d9999771453,1,b7a89537c40b1f5a18b5ba75dbb91cbe,2017-04-27T06:35:22.000Z,278.77,13.34,2017,4,12924,braganca paulista,SP
2138ccb85b11a4ec1e37afbd1c8eda1f,cffc3fce7450b2db5f6294229289299b,1,2d345ff10108fba24af9fb50ba534bc0,2018-01-18T12:12:28.000Z,26.9,16.79,2018,1,8250,sao paulo,SP
1835b56ce799e6a4dc4eddc053f04066,cffc9d6f9230a7eb234ba6f3574db1ff,1,4cc8bfa581f41841ce5e24aba773a44a,2018-03-01T02:35:26.000Z,56.99,17.97,2018,3,14940,ibitinga,SP
8160255418d5aaa7dbdc9f4c64ebda44,cffd2e0d6321d2d79aac6c8166a55085,1,9ad75bd7267e5c724cb42c71ac56ca72,2017-11-30T01:29:45.000Z,99.9,17.95,2017,11,14940,ibitinga,SP
651fe66032c9520ee5587f694908040d,cffd5f25c5b79f9d24b419fdcf74befb,1,34ae7b24b85953dee979789e3b5b11de,2018-08-15T10:35:13.000Z,84.0,22.52,2018,8,94810,alvorada,RS
ccc4bbb5f32a6ab2b7066a4130f114e3,cffde0f0482fa704a6b0e543f838cbbf,1,6cdd53843498f92890544667809f1595,2018-02-13T19:35:28.000Z,349.9,21.69,2018,2,80310,curitiba,PR
7722b1df1b0e383e000397b2c11e3e19,cfff9089e53925469975b7e3026626ea,1,9592ea6bf88d20db726179927bbefeb2,2017-10-19T03:26:45.000Z,49.9,9.34,2017,10,9715,sao bernardo do campo,SP
8a32e327fe2c1b3511609d81aaf9f042,d000351234683484e2ef3ad59427bbba,1,f8ea5fcf9c628485e01b9c3cf52728c2,2017-11-03T03:35:12.000Z,12.99,16.6,2017,11,2443,sao paulo,SP
8a32e327fe2c1b3511609d81aaf9f042,d000351234683484e2ef3ad59427bbba,2,f8ea5fcf9c628485e01b9c3cf52728c2,2017-11-03T03:35:12.000Z,12.99,16.6,2017,11,2443,sao paulo,SP
7a67c85e85bb2ce8582c35f2203ad736,d0004524a4d6c8fbf404f73e72e72c53,1,f264c1d9b20b5e4a340254d0405e613b,2017-07-10T04:10:08.000Z,69.99,17.74,2017,7,3426,sao paulo,SP
e9bc59e7b60fc3063eb2290deda4cced,d001290419ddebaed22e4089349d4258,1,e59dd207c69d86e890febadc796d1078,2018-08-14T21:55:16.000Z,125.0,22.81,2018,8,87083,maringa,PR
6e864f5c4669eff3d98140a07cc50202,d00179bc87932107ac934cad54be82c6,1,652683d85a89f3b134e44989a601bc58,2018-06-04T03:35:20.000Z,34.3,20.08,2018,6,5639,sao paulo,SP
d921b68bf747894be13a97ae52b0f386,d001f2789e0e5c936aecc230eb739284,1,78c4f2e6da6786ab39f8806a75c3db33,2018-06-25T21:58:38.000Z,155.0,23.02,2018,6,35570,formiga,MG
ea8482cd71df3c1969d7b9473ff13abc,d0028facea13f508e880202d7097a5a1,1,8cefe1c6f2304e7e6825150218ffc58c,2018-05-02T03:51:13.000Z,27.99,7.39,2018,5,4160,sao paulo,SP
6e386f64c84e482f0b9abf960797ee1b,d002a94b221c08e6dd8ed72e7662d31d,1,8a0234d9460e4ad9a041849057dce64e,2018-05-18T18:57:28.000Z,797.6,43.63,2018,5,1539,sao paulo,SP
5cf13accae3222c70a9cac40818ae839,d002eb4aca4f571c8be423868a738f93,1,e94df75b2e9a8b056be0c144a731f55c,2017-07-06T18:05:23.000Z,84.5,16.35,2017,7,38700,patos de minas,MG
70a12e78e608ac31179aea7f8422044b,d003080bcb95015f5bc092748ae52697,1,40749a37d68c1827c0ccd1844e9e3c8f,2017-10-10T21:24:31.000Z,19.95,15.1,2017,10,12327,jacarei,SP
634964b17796e64304cadf1ad3050fb7,d00324ba609a8298286edcf713565755,1,bfc0d01be79d9038c7720f983bf954e0,2018-04-10T03:08:57.000Z,137.0,37.65,2018,4,21840,rio de janeiro,RJ
7ddcbb64b5bc1ef36ca8c151f6ec77df,d0032af1034824fb3c4616830075fcb1,1,88dd63919fc9ab693803578a04a20209,2017-08-09T17:43:23.000Z,34.99,7.78,2017,8,4403,sao paulo,SP
04aa0a1c5ce6b222003403a3e11c3cc0,d003f1dd8a01261b3625598a4554f4a5,1,4638e41e1c53018897e12edbb2815807,2017-10-05T02:58:33.000Z,378.0,23.3,2017,10,13150,cosmopolis,SP
7a67c85e85bb2ce8582c35f2203ad736,d0040ecb24efd3792cd2f6679895c53a,1,c6dd917a0be2a704582055949915ab32,2017-05-16T21:05:11.000Z,99.99,13.04,2017,5,3426,sao paulo,SP
c66dccfb3f109511246da627dd5a2498,d004e53c74f73a94ae2e2e586a5e2f4a,1,346b164b843475e78b18db900c65231c,2018-03-05T10:48:40.000Z,319.9,27.52,2018,3,11900,registro,SP
3606774ec64634822d78dc2db6d37045,d006112ce36cbbb57fec00ebce1de147,1,b23fd3f070d09d342bffeeea53c27aa3,2017-01-29T15:28:32.000Z,119.9,29.03,2017,1,9510,sao caetano do sul,SP
6560211a19b47992c3666cc44a7e94c0,d0083f5db0e3fade5d9a7dc768e8df46,1,5115d8cd6438c0c4d8abdf38d5d41ebd,2018-07-16T22:24:06.000Z,69.0,18.58,2018,7,5849,sao paulo,SP
289cdb325fb7e7f891c38608bf9e0962,d008e845c1ba7ffcf8fbf42c4e412cbf,1,11e02f2cd150fa54525a1109f61ea2de,2018-08-02T12:44:31.000Z,109.9,9.28,2018,8,31570,belo horizonte,SP
3d871de0142ce09b7081e2b9d1733cb1,d00beb3dc9b2e213d9ea5ee30b0541f3,1,4df79064ddcd595b7c0ca80f9729a67b,2018-05-11T20:55:35.000Z,79.0,23.13,2018,5,13232,campo limpo paulista,SP
955fee9216a65b617aa5c0531780ce60,d00c0296f63ccdcf9062c425887095e6,1,c20a3f598c16d77249da67e81caa8317,2018-08-05T22:35:17.000Z,32.0,13.8,2018,8,4782,sao paulo,SP
508808d438fe2ff972ed13bb8f4a82e2,d00d6712bb15e2f5c4c1766b9f60f43a,1,782309e2b81eee24bab8da196e8a82be,2018-08-17T05:55:08.000Z,29.99,18.31,2018,8,3963,sao paulo,SP
79ebd9a61bac3eaf882805ed4ecfa12a,d00d7bc5d6fa2124037aaf4eb5be0a0e,1,80a286e053c52c87a4900fba51ee5b05,2017-12-21T02:51:33.000Z,99.9,18.27,2017,12,85802,cascavel,PR
5a425cc503b39b262a847fd6212bf53b,d00e79f339bb76a1b6dbcc8cb41934e7,1,f0354861ab19941a53209c2acbb1b604,2018-06-13T20:15:08.000Z,94.9,18.54,2018,6,86010,londrina,PR
834f3294fba9f932f56edc879193f925,d00fc126358622ba5ae0ba1a334b3bc5,1,5f504b3a1c75b73d6151be81eb05bdc9,2017-10-24T00:08:05.000Z,610.0,37.54,2017,10,14808,araraquara,SP
7c67e1448b00f6e969d365cea6b010ab,d00ff6010b4c8c182b603ec360026b44,1,aba86c093ccdbac75b09111d57e50004,2018-04-03T20:50:39.000Z,116.6,53.09,2018,4,8577,itaquaquecetuba,SP
0241d4d5d36f10f80c644447315af0bd,d0100a52880e5602a06176b78dcf5f1b,1,ee0324bc19887939d7d0fcfca68ee955,2018-08-01T16:30:21.000Z,69.9,35.84,2018,8,80330,curitiba,PR
8d956fec2e4337affcb520f56fd8cbfd,d010facca14d57e997bf54e52f0ea03b,1,f2c9d536b8a34c1b35f443f31290c2ce,2018-03-23T19:55:33.000Z,46.99,7.39,2018,3,9780,sao bernardo do campo,SP
01fdefa7697d26ad920e9e0346d4bd1b,d01105351950ac50f4969205d5d249f9,1,6311e3c0a462892d8b8115567bee582f,2018-08-20T09:50:23.000Z,69.9,15.56,2018,8,86050,londrina,PR
b1fc4f64df5a0e8b6913ab38803c57a9,d012bfc203fbb4ce9a0b4e19c4dcb375,1,8d74ab7fa8889c222b25920a6ad9d7bb,2017-10-02T00:24:26.000Z,69.99,25.52,2017,10,24440,sao goncalo,RJ
391fc6631aebcf3004804e51b40bcf1e,d01376995a52b231a198a5f484b20841,1,06edb72f1e0c64b14c5b79353f7abea3,2018-03-06T16:30:45.000Z,39.99,11.85,2018,3,14940,ibitinga,SP
0bebbb2cea103a4a020c95d43fd7d754,d01395763bb11d18d9482f322715b80d,1,9e1260b3b3b06ad0be8cbbd26e4ec9fc,2018-08-30T13:04:17.000Z,150.9,9.22,2018,8,2515,sao paulo,SP
0b90b6df587eb83608a64ea8b390cf07,d014768ef3626e852218e98382169840,1,3dfde6238edcdef675421817783b14da,2018-05-21T19:50:39.000Z,49.38,13.47,2018,5,87025,maringa,PR
8581055ce74af1daba164fdbd55a40de,d0149bc6b6957d71d6acbd693d7b1a8a,1,4fcb3d9a5f4871e8362dfedbdb02b064,2017-12-13T03:12:37.000Z,143.8,31.76,2017,12,7112,guarulhos,SP
7c67e1448b00f6e969d365cea6b010ab,d015219f23681e41543e3db6504a4865,1,2a5806f10d0f00e5ad032dd2e3c8806e,2018-07-11T03:32:47.000Z,169.99,89.86,2018,7,8577,itaquaquecetuba,SP
d1582f4043306e6b91afa6a8a884f898,d0160c63f4290593b0d35f6e2045e693,1,e350532acfc2ee911b6dcf1029dcb48d,2017-12-15T13:10:23.000Z,110.0,14.52,2017,12,3445,sao paulo,SP
9e6229250fedbe05838fef417b74e7fb,d016acd5d2c7b6cfa89b282b8d1fd052,1,fcb7e7f24f5e50c7786b39f30d5ae704,2018-07-10T19:55:14.000Z,149.9,27.35,2018,7,16800,mirandopolis,SP
59fb871bf6f4522a87ba567b42dafecf,d016dcea41e99763c837c94cf34562f6,1,076e4ce53c8914382e7ff3732511b17e,2017-09-08T02:11:18.000Z,109.99,8.96,2017,9,3655,sao paulo,SP
4b9750c8ad28220fe6702d4ecb7c898f,d017d0e91fe40d6aa17e32f698543706,1,7bcc81e7096d625f592094c60385ebc5,2018-07-31T16:24:15.000Z,48.9,9.09,2018,7,13484,limeira,SP
da8622b14eb17ae2831f4ac5b9dab84a,d017dbce90d52a7df03496d94a6cbd46,1,e0cf79767c5b016251fe139915c59a26,2018-05-25T09:14:27.000Z,29.9,10.76,2018,5,13405,piracicaba,SP
85e7c62c1d6ea078c3897424f867a7c8,d0187cf305e08f85775b03f6de2cff7b,1,24ca97c9bbba92771baa2989300b2c50,2018-01-29T02:37:22.000Z,30.0,12.6,2018,1,88220,itapema,SC
c3867b4666c7d76867627c2f7fb22e21,d01892cabdc79c6a7592dbe80c5d7192,1,c1e5b96342357985d492c02b4279ce9b,2017-09-14T19:45:08.000Z,159.9,14.14,2017,9,14580,guara,SP
9d4db00d65d7760644ac0c14edb5fd86,d01a489bb718b638df1e789951d37fbb,1,9c5eb07abad39517f560d32066739b5d,2018-01-16T03:32:27.000Z,86.9,15.36,2018,1,18025,sorocaba,SP
44073f8b7e41514de3b7815dd0237f4f,d01bd950611f73e1490c45d87156374c,1,3c2e0c7185b8cb4c6172f7ad5e8f3075,2017-05-22T01:50:11.000Z,35.0,16.05,2017,5,71070,brasilia,DF
5cf13accae3222c70a9cac40818ae839,d01c0baa4630bdd8a5d0266931837209,1,2eb6e8f39feaf75fc5163f774d38f0f1,2017-01-31T13:32:58.000Z,69.5,1.79,2017,1,38700,patos de minas,MG
f67efa3f0b6761102a7f8c6b7b571f5d,d01c0baa4630bdd8a5d0266931837209,2,d3060c543b1b88a647cc284ed7a9dd4a,2017-01-31T13:32:58.000Z,109.99,16.21,2017,1,82300,curitiba,PR
ffff564a4f9085cd26170f4732393726,d01c5b46e00bd214519fe9f64bbb2649,1,96aca2f53bcaed6f466449f7fb18ae75,2017-03-17T20:30:13.000Z,79.0,14.72,2017,3,13070,campinas,SP
412a4720f3e9431b4afa1476a1acddbe,d01d398884a6cf22acddc973b81de5c2,1,3938defa878985e56e22db94bbdea2ff,2018-06-18T02:56:22.000Z,187.0,33.57,2018,6,13060,campinas,SP
c72de06d72748d1a0dfb2125be43ba63,d01d40156285b68a07581c2f2321ca55,1,6f28f90ba66cfbdbe2b962446a0bec69,2018-06-26T23:15:37.000Z,890.0,29.38,2018,6,46430,guanambi,BA
373ee4a3a775a733770ca3f790b8b9ac,d01dff4d42c2ef5bdcb2085ccf391ed4,1,59472d9519d2b7956f78887301e908ec,2018-04-10T15:30:14.000Z,35.0,11.39,2018,4,22793,rio de janeiro,RJ
7299e27ed73d2ad986de7f7c77d919fa,d01e880670a9a8612c1ad4ce4b56eb26,1,5a6e53c3b4e8684b13388d6aa4afdf12,2017-05-11T06:35:18.000Z,16.99,17.78,2017,5,38440,araguari,MG
9c0e69c7bf2619675bbadf47b43f655a,d01e92ec32f1236c8807d60c3f01a4cc,1,dbb67791e405873b259e4656bf971246,2018-03-27T22:50:31.000Z,81.99,7.92,2018,3,12230,sao jose dos campos,SP
cab85505710c7cb9b720bceb52b01cee,d01f0aba52a4d7b2cca8d7623538a434,1,e338f548cda0b52650b9acfd317a74db,2016-10-14T12:02:04.000Z,54.9,20.94,2016,10,2252,sao paulo,SP
c70c1b0d8ca86052f45a432a38b73958,d01f15491f3bc2e461d13e32f03978f3,1,aa70ae9ee9a798d44ae6e00ce6d82cb1,2018-07-31T17:04:24.000Z,110.32,13.43,2018,7,13186,hortolandia,SP
c70c1b0d8ca86052f45a432a38b73958,d01f15491f3bc2e461d13e32f03978f3,2,c589625c8ccc7bfd2e8f1fb041e24c4a,2018-07-31T17:04:24.000Z,110.32,13.43,2018,7,13186,hortolandia,SP
1eade46fba20122dc4aefb379f8c636b,d020f5569b2ed40da35996f2e433d0c7,1,0bc5e6c957486577f11519bf36577b38,2017-06-29T02:23:09.000Z,21.99,8.72,2017,6,2066,sao paulo,SP
1eade46fba20122dc4aefb379f8c636b,d020f5569b2ed40da35996f2e433d0c7,2,0bc5e6c957486577f11519bf36577b38,2017-06-29T02:23:09.000Z,21.99,8.72,2017,6,2066,sao paulo,SP
1eade46fba20122dc4aefb379f8c636b,d020f5569b2ed40da35996f2e433d0c7,3,0bc5e6c957486577f11519bf36577b38,2017-06-29T02:23:09.000Z,21.99,8.72,2017,6,2066,sao paulo,SP
1eade46fba20122dc4aefb379f8c636b,d020f5569b2ed40da35996f2e433d0c7,4,0bc5e6c957486577f11519bf36577b38,2017-06-29T02:23:09.000Z,21.99,8.72,2017,6,2066,sao paulo,SP
6b243f80ed07b10f0e8aa0f21a205f3c,d022bdad33a575ca5edb8c4d51e44310,1,616042729c11849827291496b18e9ec5,2018-01-22T03:50:49.000Z,54.9,15.13,2018,1,81825,curitiba,PR
e6a69c4a27dfdd98ffe5aa757ad744bc,d02366be68b26b954269321e475a79fe,1,3cb0ece3f5f0b8121a53635c9f783aa5,2017-09-04T15:45:22.000Z,21.65,8.72,2017,9,4424,sao paulo,SP
e6a69c4a27dfdd98ffe5aa757ad744bc,d02366be68b26b954269321e475a79fe,2,3cb0ece3f5f0b8121a53635c9f783aa5,2017-09-04T15:45:22.000Z,21.65,8.72,2017,9,4424,sao paulo,SP
11305281b50fff20ae8bb473f8e11876,d0240bcff59b720e55a2fc2c74344b6f,1,7e7e1af4ab49963c6e1245b2dbd8f492,2017-02-10T20:11:26.000Z,54.9,20.46,2017,2,36500,uba,MG
d20b021d3efdf267a402c402a48ea64b,d025ee065bc1ef9e329d049e64d06ca8,1,af35be35db4ad0dc288b571453337376,2017-11-06T01:06:00.000Z,10.99,15.1,2017,11,14940,ibitinga,SP
f46490624488d3ff7ce78613913a7711,d026317579e25a9dc30205ba3dfe5b96,1,282dcadbd8c61f52f06a8ae802b54ee6,2018-07-03T21:50:13.000Z,99.9,14.0,2018,7,7194,guarulhos,SP
b1fc4f64df5a0e8b6913ab38803c57a9,d0269d8e6e340202e519f59cefeb094d,1,43423cdffde7fda63d0414ed38c11a73,2017-09-22T10:55:49.000Z,55.0,7.94,2017,9,24440,sao goncalo,RJ
b1fc4f64df5a0e8b6913ab38803c57a9,d0269d8e6e340202e519f59cefeb094d,2,43423cdffde7fda63d0414ed38c11a73,2017-09-22T10:55:49.000Z,55.0,7.94,2017,9,24440,sao goncalo,RJ
53243585a1d6dc2643021fd1853d8905,d0279b35becff27d8de5a2278536388c,1,afeeea6271148ee1bb15173b8187c431,2018-07-09T04:30:40.000Z,219.0,20.44,2018,7,42738,lauro de freitas,BA
1025f0e2d44d7041d6cf58b6550e0bfa,d02810c489d42d7e54dd19b8d7c9d91a,1,962a6951154f98f2c8e9a5b8b2bcf4a9,2018-03-19T14:28:38.000Z,75.0,26.61,2018,3,3204,sao paulo,SP
522620dcb18a6b31cd7bdf73665113a9,d02832494d9e665c9647bc990b1c24ee,1,d41e71b34a15f8bc2c7ed84561ebb600,2017-05-25T11:45:20.000Z,529.0,47.55,2017,5,85801,cascavel,PR
5f2684dab12e59f83bef73ae57724e45,d0285226986b03fe9b3076d6649d51f5,1,777798445efd625458a90c13f3b3e6e7,2018-05-21T23:55:09.000Z,63.9,19.42,2018,5,5125,sao paulo,SP
0ef83d7d83ed97cd2a0049ac8be5f88a,d028930433677c26ca42772687789041,1,f8328e9125f089a968fc6b36116c4bb9,2018-04-11T16:10:57.000Z,129.46,27.97,2018,4,80230,curitiba,PR
916748bc99315c2d202898ae58b1617e,d028a64c05f08a92c571f7c90337dd1b,1,b59fb744c6f3cd1dc23b10f760848d98,2017-04-05T09:10:14.000Z,9.9,10.96,2017,4,18040,sorocaba,SP
d2374cbcbb3ca4ab1086534108cc3ab7,d028d198f371aec5c0bbcadfc46c943c,1,20d99367bb5820e9d15aef657b83b5a2,2018-07-25T20:05:17.000Z,15.9,18.23,2018,7,14940,ibitinga,SP
8160255418d5aaa7dbdc9f4c64ebda44,d028e9aed5cc947eca3f3ad6e3815d17,1,8562e2c780a345b609e1b802d7e3e4ae,2018-03-29T11:28:14.000Z,79.9,23.49,2018,3,14940,ibitinga,SP
1a3df491d1c4f1589fc2b934ada68bf2,d029aed4c68bfb0519211c6971b4b82b,1,2a2d22ae30e026f1893083c8405ca522,2017-05-19T03:50:19.000Z,134.9,18.19,2017,5,89224,joinville,SC
6d66611d7c44cc30ce351abc49a68421,d029b3091a68a8ab2e4ed9cf13c5a1c7,1,9b125b82780e1bbb7716c906ff46f89b,2017-02-14T21:56:16.000Z,59.9,15.63,2017,2,4378,sao paulo,SP
232a6014e7b10cba61c6c2b2ea6bb4b0,d029fdde9d52a038f0de4e9ac1f7c9ad,1,37b56eb8cc2988e0d7b5cfd7858d67b3,2017-02-08T22:38:49.000Z,109.9,25.26,2017,2,16500,cafelandia,SP
7c67e1448b00f6e969d365cea6b010ab,d02a0111cedc20a548cb065955e04968,1,7c898e0b8ea203dd94ba846627fc34d1,2017-11-27T09:35:27.000Z,159.94,38.96,2017,11,8577,itaquaquecetuba,SP
54a1852d1b8f10312c55e906355666ee,d02a27af33a8164ec42eeddf27c5ad59,1,81288df52439985f610be64465e53f57,2017-03-28T09:57:27.000Z,109.99,17.51,2017,3,13456,santa barbara d'oeste,SP
951e8cef368f09bb3f3d03c00ca4702c,d02a5a29d82eed1f82be00c04745ea7c,1,da596542f9179c1021970d21d9b53b76,2018-06-25T18:56:33.000Z,38.99,12.93,2018,6,14940,ibitinga,SP
