"order_id","order_item_id","product_id","seller_id","shipping_limit_date","price","freight_value"
"00125cb692d04887809806618a2a145f",1,"1c0c0093a48f13ba70d0c6b0a9157cb7","41b39e28db005d9731d9d485a83b4c38",2017-03-29 13:05:42,109.90,25.51
"00130c0eee84a3d909e75bc08c5c3ca1",1,"89321f94e35fc6d7903d36f74e351d40","16090f2ca825584b5a147ab24aa30c86",2018-06-14 05:16:24,27.90,7.94
"0013503b13da1eac686219390b7d641b",1,"38afdf723b95d455b418a0f57d623c6b","1554a68530182680ad5c8b042c3ab563",2017-12-13 03:16:36,119.90,17.32
"00137e170939bba5a3134e2386413108",1,"672e757f331900b9deea127a2a7b79fd",e59aa562b9f8076dd550fcddf0e73491,2017-11-30 06:30:55,397.00,24.65
"001427c0ec99cf8af737bd88e92fd444",1,"28b4eced95a52d9c437a4caf9d311b95","77530e9772f57a62c906e1c21538ab82",2018-04-12 19:08:28,59.90,23.35
"00143d0f86d6fbd9f9b38ab440ac16f5",1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52,21.33,15.10
"00143d0f86d6fbd9f9b38ab440ac16f5",2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52,21.33,15.10
"00143d0f86d6fbd9f9b38ab440ac16f5",3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52,21.33,15.10
"0014ae671de39511f7575066200733b7",1,"23365beed316535b4105bd800c46670e","92eb0f42c21942b6552362b9b114707d",2017-05-29 03:15:24,16.50,14.10
"0015ebb40fb17286bea51d4607c4733c",1,"50fd2b788dc166edd20512370dac54df","8b321bb669392f5163d04c59e235e066",2018-01-18 09:11:24,21.90,15.10
"00169e31ef4b29deaae414f9a5e95929",1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-23 03:35:47,39.00,16.11
"0016dfedd97fc2950e388d2971d718c7",1,"4089861a1bd4685da70bddd6b4f974f1",a35124e2d763d7ca3fbe3b97d143200f,2017-05-05 10:05:12,49.75,20.80
"0017afd5076e074a48f1f1a4c7bac9c5",1,fe59a1e006df3ac42bf0ceb876d70969,"25c5c91f63607446a97b143d2d535d31",2017-04-24 22:25:19,809.10,44.29
